P_NAME,P_MASS_EST,P_RADIUS_EST,P_PERIOD,P_DISTANCE,P_TEMP_EQUIL,S_TEMPERATURE,S_LUMINOSITY,S_RADIUS,S_MASS,S_METALLICITY,Predicted_Class,Habitability_Score,Confidence_Conservative,Confidence_Optimistic
HD 208897 b,444.9592,13.564318,352.7,1.0525725,466.38029,4860.0,12.396309,4.98,1.25,0.21,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
NGC 2682 Sand 978 b,692.86505,13.302568,511.21,1.4071478,774.08524,4200.0,165.57935,,1.37,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 131496 b,572.09041,13.415153,896.0,2.0429248,316.80851,4846.0,9.7406564,4.44,1.34,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 33844 c,556.19901,13.431791,916.0,2.258928,332.01082,4861.0,14.533448,5.39,1.84,0.27,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 59686 A b,2199.3698,12.643373,299.36,1.0873575,715.68296,4658.0,73.491049,13.2,1.9,0.15,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
gam 1 Leo b,2790.5299,12.511628,428.5,1.2023379,986.56262,4330.0,320.0935,31.88,1.23,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 99706 b,390.92844,13.641803,841.0,2.041875,356.40477,4862.0,15.255506,5.52,1.46,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 158038 b,486.27684,13.511426,521.0,1.563075,369.04404,4860.0,10.121823,4.5,1.3,0.19,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 86950 b,1144.1808,13.012187,1270.0,2.759304,380.25661,4805.0,36.985165,8.8,1.66,0.04,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
mu Leo b,762.78721,13.246413,357.8,1.104455,643.63025,4538.2,49.3893,11.4,1.5,0.36,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
tau Gem b,6547.2569,12.050843,305.5,1.1705622,925.61857,4388.0,238.57488,26.8,2.3,0.14,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
alf Ari b,572.09041,13.415153,380.8,1.2375,680.30873,4553.0,74.389022,13.9,1.5,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 99706 c,1808.4413,12.752715,1278.0,2.8348377,307.98981,4862.0,15.255506,5.52,1.46,,0,3.5997386e-05,1.0430749e-05,2.5566636e-05
HD 219134 f,7.3005092,1.31157,22.717,0.14790228,477.58383,4699.0,0.26576613,0.78,0.81,0.11,0,3.5856458e-05,1.1773318e-05,2.4083141e-05
Kepler-59 c,435.42436,1.98417,17.980124,0.1360554,703.71675,6074.0,1.0775651,0.94,1.04,,0,3.5795252e-05,1.334905e-05,2.2446204e-05
Kepler-351 d,7.8702326,2.72403,142.54425,,,5643.0,0.65639717,0.85,,,0,3.567797e-05,1.4642649e-05,2.1035323e-05
HD 128311 b,562.23774,13.42541,453.019,1.1337605,,,,0.76,0.83,,0,3.5433637e-05,1.1055121e-05,2.4378518e-05
HD 128311 c,1204.2503,12.982924,921.538,1.7619945,,,,0.76,0.83,,0,3.5433637e-05,1.1055121e-05,2.4378518e-05
WASP-47 e,6.8301238,1.80481,0.789592,0.016935154,2007.8182,5552.0,1.1063593,1.14,1.04,0.38,0,3.53929e-05,1.37619545e-05,2.1630945e-05
Kepler-223 c,5.1011394,3.44147,9.84564,0.094392337,,,,1.72,1.12,,0,3.5302015e-05,1.4975163e-05,2.032685e-05
Kepler-350 c,6.0387321,3.10517,17.849,,,6186.0,3.0712217,1.53,,,0,3.5302015e-05,1.4975163e-05,2.032685e-05
BD+20 594 b,22.24796,2.5783,41.6855,0.27908623,499.95899,5766.0,1.1551402,1.08,1.67,-0.15,0,3.507926e-05,1.3638022e-05,2.1441241e-05
KIC 8540376 b,15.775464,4.10286,31.8099,0.19901946,718.00466,6474.0,2.4987368,1.26,1.04,-0.16,0,3.507926e-05,1.3638022e-05,2.1441241e-05
CoRoT-24 b,5.7209041,3.6993,5.1134,0.056,855.02238,4950.0,0.39783807,0.86,0.91,0.3,0,3.4968994e-05,1.4833896e-05,2.0135098e-05
Kepler-305 c,6.0387321,3.29574,8.291,,,5100.0,0.37828884,0.79,,,0,3.4968994e-05,1.4833896e-05,2.0135098e-05
Kepler-827 b,26.97477,5.62742,51.929276,0.26583494,456.85127,5602.0,0.73070798,0.91,0.93,-0.06,0,3.4249802e-05,1.3272045e-05,2.0977755e-05
K2-290 c,245.99887,11.27726,48.36685,0.305,618.06482,6302.0,3.222227,1.51,1.19,-0.06,0,3.4249802e-05,1.3272045e-05,2.0977755e-05
Kepler-943 b,29.483963,5.93009,49.770144,0.25841427,464.1915,5612.0,0.73593944,0.91,0.93,-0.07,0,3.4249802e-05,1.3272045e-05,2.0977755e-05
Kepler-517 b,7.5972714,2.66798,60.928323,0.29782667,454.94676,5690.0,0.90196537,0.98,0.95,-0.06,0,3.4249802e-05,1.3272045e-05,2.0977755e-05
Kepler-940 b,11.128304,3.34058,59.622526,0.29560179,458.24707,5769.0,0.91460436,0.96,0.97,-0.08,0,3.4137913e-05,1.3272046e-05,2.0865866e-05
Kepler-1102 b,7.5431552,2.65677,51.328562,0.26658726,473.76277,5724.0,0.84985113,0.94,0.96,-0.08,0,3.4137913e-05,1.3272046e-05,2.0865866e-05
Kepler-19 d,22.499044,5.0570803,62.95,0.30368631,411.41512,5544.0,0.62600591,0.86,0.94,-0.08,0,3.4137913e-05,1.3272046e-05,2.0865866e-05
Kepler-51 d,7.6278721,9.69665,130.194,0.50901629,360.47283,6018.0,1.0383723,0.94,1.04,,0,3.4017597e-05,1.625474e-05,1.7762859e-05
GJ 3021 b,1071.0804,13.050041,133.71,0.55397465,325.16469,5540.0,0.6836168,0.9,0.9,0.1,0,3.4017597e-05,1.625474e-05,1.7762859e-05
Kepler-965 b,11.383095,3.38542,134.25273,0.5214205,385.29396,5886.0,1.4222153,1.15,1.05,0.03,0,3.4017597e-05,1.625474e-05,1.7762859e-05
HD 208487 b,165.27056,14.168487,130.08,0.5390912,403.6054,6067.0,1.7549424,,1.13,0.022,0,3.4017597e-05,1.625474e-05,1.7762859e-05
Kepler-952 b,45.383831,7.64522,130.35469,0.50303016,354.31723,5730.0,0.94662403,0.99,1.0,0.06,0,3.4017597e-05,1.625474e-05,1.7762859e-05
Kepler-264 c,8.3714933,2.82492,140.10126,0.566,449.17377,6158.0,3.0953573,1.55,,,0,3.4017597e-05,1.625474e-05,1.7762859e-05
HD 156279 b,3140.1407,12.446816,131.05,0.6135045,322.48872,5453.0,0.71495358,0.95,0.95,0.14,0,3.4017597e-05,1.625474e-05,1.7762859e-05
HD 20781 e,14.047998,3.8319523,85.5073,0.33800732,379.0762,5256.0,0.55848037,,0.7,-0.11,0,3.375589e-05,1.849709e-05,1.5258798e-05
2MASS J22362452+4751425 b,3972.85,12.318663,,230.0,,4045.0,,,0.6,,0,3.367712e-05,2.0402762e-05,1.3274355e-05
GJ 3634 b,8.2635281,2.8034041,2.64561,0.02879184,,,,0.43,0.45,,0,3.336859e-05,1.2019314e-05,2.1349275e-05
Kepler-27 b,2895.4131,4.00197,15.3348,0.118,532.22569,5400.0,0.26519645,0.59,0.65,0.41,0,3.336859e-05,1.2019314e-05,2.1349275e-05
GJ 436 b,22.24796,4.17012,2.6438831,0.029378176,,,,0.46,0.47,,0,3.336859e-05,1.2019314e-05,2.1349275e-05
Kepler-577 b,7.010777,2.54467,25.695783,0.15683717,473.94946,4984.0,0.29460933,0.73,0.78,-0.14,0,3.3343887e-05,1.615766e-05,1.7186228e-05
HD 147873 b,1633.6359,12.809885,116.596,0.53318359,549.84817,5972.0,5.9763883,2.29,1.38,0.03,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-302 c,103.92352,12.45431,127.28218,0.503,394.02601,5740.0,1.4476243,1.22,,,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-820 b,30.820942,6.08703,127.83381,0.53199609,441.17068,6260.0,2.5448594,1.36,1.23,0.09,0,3.329479e-05,1.5531916e-05,1.7762872e-05
HD 34445 d,30.829316,6.0880041,117.87,0.48187558,438.58314,5879.0,2.0382651,1.38,1.14,0.18,0,3.329479e-05,1.5531916e-05,1.7762872e-05
70 Vir b,2357.0125,12.604921,116.688,0.51924947,475.14878,5495.0,2.9179849,1.89,1.09,,0,3.329479e-05,1.5531916e-05,1.7762872e-05
HD 52265 b,384.57188,13.651647,119.27,0.538954,408.4394,6136.0,1.8197473,,1.2,,0,3.329479e-05,1.5531916e-05,1.7762872e-05
XO-2 S c,435.42436,13.577252,120.8,0.48115212,344.56546,5399.0,0.76127568,1.0,0.98,0.39,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-1036 b,9.3527288,3.01549,122.88081,0.47541566,333.68448,5533.0,0.66513736,0.89,0.95,0.04,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-1000 b,20.3321,4.76425,120.01813,0.53257833,478.93377,6453.0,3.5423315,1.51,1.4,0.35,0,3.329479e-05,1.5531916e-05,1.7762872e-05
HD 10180 f,22.947182,5.116168,122.744,0.49638998,390.63779,5911.0,1.3476541,1.11,1.06,0.08,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-344 c,9.0013132,2.94823,125.59681,0.488,360.65917,5774.0,0.95641839,0.98,,,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-603 c,34.470737,6.5018,127.90758,0.49836502,364.44382,5808.0,1.0400107,1.01,1.01,0.03,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-1548 b,7.4891982,2.64556,124.82868,0.48707693,354.92446,5706.0,0.89363297,0.97,0.99,0.05,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-289 c,133.48776,11.59114,125.8518,0.51,369.70796,5990.0,1.1534425,1.0,1.08,0.05,0,3.329479e-05,1.5531916e-05,1.7762872e-05
Kepler-1024 b,14.55168,3.91229,66.416213,0.29912588,366.06137,5143.0,0.38136774,0.78,0.81,-0.1,0,3.3254928e-05,1.2928755e-05,2.0326173e-05
Kepler-55 c,352.78908,2.20837,42.151642,,,4503.0,0.1416054,0.62,,,0,3.316872e-05,1.1532834e-05,2.1635886e-05
WASP-36 b,750.39191,14.87567,1.537366,0.02677,1589.2028,5959.0,1.0850115,0.98,1.08,-0.26,0,3.313127e-05,1.6250073e-05,1.6881198e-05
PH1 b,168.76667,6.17671,138.317,0.65360654,459.87213,6407.0,4.5185568,1.73,1.53,0.21,0,3.2994125e-05,1.5765683e-05,1.7228442e-05
Kepler-397 c,31.595839,6.17671,135.49853,0.48,296.2722,5307.0,0.42137275,0.77,,,0,3.295494e-05,1.7341723e-05,1.5613217e-05
HD 20781 d,10.615455,3.2490251,29.158,0.16569644,542.27626,5256.0,0.55848037,,0.7,-0.11,0,3.284372e-05,1.5765563e-05,1.7078157e-05
Kepler-18 b,6.9922161,1.99538,3.504725,0.0447,1174.0119,5345.0,0.90100135,1.11,0.97,0.19,0,3.283038e-05,1.3691797e-05,1.9138583e-05
Kepler-20 b,9.7001106,1.87207,3.6961153,0.046320835,1102.822,5495.0,0.75283864,0.96,0.95,0.07,0,3.283038e-05,1.3691797e-05,1.9138583e-05
Kepler-738 b,6.8023267,2.49983,24.587216,0.15733136,536.04229,5327.0,0.48511772,0.82,0.86,-0.09,0,3.2750555e-05,1.3497225e-05,1.9253328e-05
K2-66 b,21.300833,2.48862,5.06963,0.05983,1370.9128,5887.0,3.0012193,1.67,1.11,-0.047,0,3.2587624e-05,1.4335835e-05,1.825179e-05
Kepler-944 b,7.4354,2.63435,43.316774,0.22949847,453.40176,5409.0,0.52833911,0.83,0.86,-0.11,0,3.2553973e-05,1.2656254e-05,1.9897718e-05
Kepler-106 e,11.12398,2.55588,43.8445,0.24328742,533.85496,5858.0,1.1411764,1.04,1.0,-0.12,0,3.2553973e-05,1.2656254e-05,1.9897718e-05
K2-11 b,44.483696,7.55554,39.93767,0.2257,1143.9173,5433.0,20.704365,5.15,1.35,-0.12,0,3.2553973e-05,1.2656254e-05,1.9897718e-05
Kepler-1043 b,7.010777,2.54467,38.50534,0.21699655,505.29286,5629.0,0.72861593,0.9,0.92,-0.11,0,3.2553973e-05,1.2656254e-05,1.9897718e-05
WASP-32 b,835.88765,10.7616,2.71866,0.034160455,1427.2019,6140.0,1.1492363,0.95,0.72,-0.13,0,3.25417e-05,2.0142023e-05,1.2399675e-05
Kepler-396 c,17.798368,5.30233,88.505,,,5384.0,1.0305773,1.17,,-0.129,0,3.2427837e-05,1.4172441e-05,1.8255398e-05
Kepler-1467 b,10.875888,3.29574,47.056904,0.24252581,432.15064,5332.0,0.48694164,0.82,0.86,-0.07,0,3.2315533e-05,1.2522509e-05,1.9793024e-05
Kepler-113 c,8.6989524,2.17474,8.92507,0.076489954,625.52004,4725.0,0.21261509,0.69,0.75,0.05,0,3.223509e-05,1.645447e-05,1.5780617e-05
Kepler-106 c,10.488324,2.49983,13.5708,0.11132171,789.21109,5858.0,1.1411764,1.04,1.0,-0.12,0,3.2079166e-05,1.7151737e-05,1.4927431e-05
Kepler-23 b,254.2624,1.9057,7.1073,0.075,1167.809,5828.0,2.4833059,1.55,,,0,3.2008655e-05,1.3349099e-05,1.8659555e-05
Kepler-338 e,8.5813561,1.55819,9.341,,,5923.0,3.3385207,1.74,,,0,3.2008655e-05,1.3349099e-05,1.8659555e-05
K2-38 b,19.06968,1.9057,4.01593,0.064681932,1172.0911,5757.0,1.8742682,1.38,2.24,0.28,0,3.2008655e-05,1.3349099e-05,1.8659555e-05
Kepler-107 c,9.3886392,1.59182,4.901452,0.06064,1261.7526,5854.0,2.2122567,1.45,1.24,0.321,0,3.2008655e-05,1.3349099e-05,1.8659555e-05
KOI-94 b,10.488324,1.71513,3.743208,0.052789688,1478.9376,6182.0,3.0233737,1.52,1.28,0.023,0,3.2008655e-05,1.3349099e-05,1.8659555e-05
KOI-1599.02,9.000889,1.9057,13.6088,0.1123003,,,,0.97,1.02,,0,3.2008655e-05,1.3349099e-05,1.8659555e-05
Kepler-100 b,7.3100441,1.32278,6.88705,0.072667402,1162.6161,5825.0,2.2900497,1.49,1.08,0.02,0,3.1988173e-05,1.3349101e-05,1.863907e-05
Kepler-59 b,651.54741,1.09858,11.868171,0.10314382,808.22855,6074.0,1.0775651,0.94,1.04,,0,3.1988173e-05,1.3349101e-05,1.863907e-05
Kepler-57 c,2208.9046,1.54698,11.609257,0.09427688,631.04638,5145.0,0.33456144,0.73,0.83,,0,3.1706702e-05,1.3223172e-05,1.8483532e-05
HD 15337 b,7.5102757,1.63666,4.75615,0.05241141,916.44114,5125.0,0.45715242,0.86,0.9,0.15,0,3.1706702e-05,1.3223172e-05,1.8483532e-05
Kepler-109 c,21.799823,2.52225,21.2227,0.15195714,773.22593,5952.0,1.9592425,1.32,1.04,-0.08,0,3.147862e-05,1.3875952e-05,1.7602666e-05
K2-110 b,7.063293,2.55588,13.86387,0.1027,573.67539,4950.0,0.27116032,0.71,0.75,-0.21,0,3.13103e-05,1.8703326e-05,1.2606974e-05
55 Cnc e,8.0791878,1.9057,0.736539,0.01544,1787.008,5196.0,0.57705994,0.94,0.91,0.31,0,3.0976287e-05,1.2918555e-05,1.8057734e-05
XO-3 b,2316.9661,15.8061,3.19154,0.036858781,1859.7685,6429.0,3.6299763,1.54,0.58,-0.18,0,3.0824667e-05,2.0842286e-05,9.982382e-06
BD+15 2940 b,352.78908,13.703559,137.48,0.5572182,1099.2378,4796.0,102.43303,14.7,1.1,0.28,0,3.068465e-05,1.533678e-05,1.534787e-05
Kepler-1110 b,7.5431552,2.65677,9.6931203,0.080092696,623.00048,4781.0,0.22938219,0.7,0.73,-0.16,0,3.0670737e-05,1.832125e-05,1.2349485e-05
Kepler-706 b,114.29063,13.17175,41.408313,0.22356699,460.85448,5394.0,0.53516905,0.84,0.87,-0.06,0,3.0585823e-05,1.1852227e-05,1.8733595e-05
Kepler-31 c,1493.7916,5.30233,42.6318,0.26,605.34028,6340.0,2.1545935,1.22,1.21,-0.076,0,3.0485902e-05,1.18522275e-05,1.8633675e-05
Kepler-530 b,9.3527288,3.01549,39.309419,0.22392259,500.62132,5697.0,0.74757288,0.89,0.97,-0.08,0,3.0485902e-05,1.18522275e-05,1.8633675e-05
Kepler-466 b,8.4846077,2.84734,51.079263,0.27290852,512.43419,5927.0,1.2190091,1.05,1.04,-0.01,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-978 b,9.2349758,2.99307,49.622151,0.27024306,531.31128,6002.0,1.3814196,1.09,1.07,-0.01,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-1447 b,8.7701168,2.90339,56.674729,0.28577646,459.84715,5722.0,0.8668167,0.95,0.97,-0.03,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-1453 b,7.5972714,2.66798,47.16117,0.25282685,481.47009,5665.0,0.81534988,0.94,0.97,0.01,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-655 b,7.8153238,2.71282,46.406336,0.26472424,588.59453,6170.0,1.9965154,1.24,1.15,0.0,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-1018 b,7.1688075,2.5783,49.101351,0.25424495,452.49516,5518.0,0.64325145,0.88,0.91,-0.05,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-117 c,584.80353,12.34221,50.790391,0.28054627,649.51291,6150.0,3.3223154,1.61,1.13,-0.04,0,3.0402345e-05,9.42451e-06,2.0977835e-05
HD 21693 c,17.385192,4.344511,53.7357,0.25923357,462.47889,5430.0,0.72707255,,0.8,0.0,0,3.0402345e-05,9.42451e-06,2.0977835e-05
Kepler-1184 b,7.651547,2.67919,53.599104,0.28271208,513.04538,5983.0,1.3144141,1.07,1.05,-0.04,0,3.0402345e-05,9.42451e-06,2.0977835e-05
K2-196 b,12.625501,3.59841,48.324222,0.27275464,633.12237,6045.0,2.8373657,1.54,1.16,0.01,0,3.0402345e-05,9.42451e-06,2.0977835e-05
K2-119 b,6.9584217,2.53346,7.727283,0.0698,666.34152,4740.0,0.22799153,0.71,0.76,-0.05,0,2.982093e-05,1.331183e-05,1.65091e-05
Kepler-699 b,128.50612,14.11339,27.807563,0.16740941,507.10939,5330.0,0.43993315,0.78,0.81,-0.26,0,2.9565752e-05,1.4022844e-05,1.5542908e-05
K2-255 b,8.7701168,2.90339,1.96417,0.0274,1034.2865,4676.0,0.20393175,0.69,0.71,-0.14,0,2.951681e-05,1.763195e-05,1.188486e-05
WASP-59 b,274.28557,8.68775,7.919585,0.0700485,605.96338,4650.0,0.15586914,0.61,0.72,-0.15,0,2.951681e-05,1.763195e-05,1.188486e-05
KOI-1257 b,460.8506,10.5374,86.647661,0.49583294,399.82197,5520.0,1.0621891,1.13,0.99,0.27,0,2.930513e-05,1.36707595e-05,1.563437e-05
Kepler-966 b,15.922101,4.12528,99.747622,0.42362151,399.4303,5840.0,1.0842773,1.02,1.02,0.04,0,2.930513e-05,1.36707595e-05,1.563437e-05
Kepler-722 c,8.3714933,2.82492,105.14475,0.44019697,399.12423,5863.0,1.1672041,1.05,1.03,0.02,0,2.930513e-05,1.36707595e-05,1.563437e-05
HD 35759 b,1195.0333,12.987313,82.467,0.41843193,491.87485,6060.0,2.187141,,1.15,0.04,0,2.930513e-05,1.36707595e-05,1.563437e-05
HD 141399 b,143.34043,14.257515,94.44,0.415332,426.5142,5600.0,1.3533943,,1.07,0.35,0,2.930513e-05,1.36707595e-05,1.563437e-05
HD 163607 b,249.05002,13.915135,75.2203,0.46221695,514.82801,5522.0,2.5804746,1.76,1.12,,0,2.930513e-05,1.36707595e-05,1.563437e-05
HD 206255 b,34.198293,6.4714828,96.045,0.47319345,,5635.0,,,1.42,,0,2.930513e-05,1.36707595e-05,1.563437e-05
Kepler-266 c,14.410382,3.88987,107.7236,0.457,389.4252,5885.0,1.1401158,1.03,,,0,2.930513e-05,1.36707595e-05,1.563437e-05
Kepler-950 b,59.633297,8.97921,98.718041,0.42070143,401.98087,5857.0,1.0969577,1.02,1.02,0.02,0,2.930513e-05,1.36707595e-05,1.563437e-05
Kepler-419 b,794.57001,10.7616,69.7546,0.49836947,581.34133,6430.0,4.6369353,1.74,1.39,0.176,0,2.930513e-05,1.36707595e-05,1.563437e-05
HD 145377 b,1913.3246,12.72112,103.95,0.4716225,402.43042,6014.0,1.2921738,1.05,1.2,0.11,0,2.930513e-05,1.36707595e-05,1.563437e-05
HD 104067 b,50.85248,8.1750994,55.806,0.26,367.12113,4937.0,0.2914772,0.74,0.62,0.0,0,2.9267228e-05,1.1333512e-05,1.7933717e-05
HD 101930 b,79.457001,10.632932,70.46,0.301815,380.91411,5108.0,0.45111691,0.86,0.57,0.15,0,2.9255869e-05,1.1799923e-05,1.7455946e-05
K2-118 b,7.010777,2.54467,50.92092,0.2499,358.68922,4726.29,0.23824063,0.73,0.76,,0,2.9214456e-05,1.10557685e-05,1.8158687e-05
Kepler-1359 b,8.3714933,2.82492,59.497095,0.27449743,336.15755,4709.0,0.22838543,0.72,0.78,0.11,0,2.9214456e-05,1.10557685e-05,1.8158687e-05
GJ 143 b,22.699276,2.61193,35.61253,0.19488419,387.35278,4640.0,0.19772371,0.69,0.73,0.003,0,2.9192337e-05,9.622123e-06,1.9570214e-05
HD 31527 b,10.456541,3.2202885,16.5535,0.126027,720.80644,5898.0,1.0101334,,0.96,-0.17,0,2.9034118e-05,1.5786778e-05,1.324734e-05
Kepler-36 c,7.9457001,3.67688,16.23855,0.12836986,928.60052,5911.0,2.9060808,1.63,1.07,-0.2,0,2.9034118e-05,1.5786778e-05,1.324734e-05
Kepler-941 b,9.7096567,3.08275,17.423952,0.12649422,636.59368,5539.0,0.62375065,0.86,0.89,-0.15,0,2.9034118e-05,1.5786778e-05,1.324734e-05
Kepler-66 b,8.2590046,2.8025,17.815815,0.1352,703.89287,5962.0,1.0651236,0.97,1.04,-0.2,0,2.9034118e-05,1.5786778e-05,1.324734e-05
K2-164 b,10.625858,3.2509,17.355066,0.13859719,1016.9621,5791.0,4.8769496,2.2,1.18,-0.23,0,2.9034118e-05,1.5786778e-05,1.324734e-05
WASP-6 b,117.59636,11.5463,3.36101,0.036015229,1082.0199,5450.0,0.42123105,0.73,0.55,-0.2,0,2.9017774e-05,1.9035373e-05,9.982401e-06
HD 15337 c,8.1109706,2.38773,17.1784,0.1269585,588.21028,5125.0,0.45715242,0.86,0.9,0.15,0,2.9007135e-05,1.28203465e-05,1.6186788e-05
Kepler-396 b,75.643065,3.49752,42.994,,,5384.0,1.0305773,1.17,,-0.129,0,2.8958766e-05,1.2656299e-05,1.6302467e-05
Kepler-903 c,6.9584217,2.53346,62.922856,0.30746136,444.84518,5682.0,0.87869273,0.97,0.98,0.05,0,2.8905222e-05,1.1090156e-05,1.7815066e-05
Kepler-819 b,8.0359058,2.75766,33.199565,0.19220469,477.67141,5279.0,0.45652581,0.81,0.86,-0.06,0,2.8858474e-05,1.1182873e-05,1.7675602e-05
Kepler-282 d,61.022977,2.45499,24.806,,,5602.0,0.7147367,0.9,,,0,2.8572467e-05,1.179516e-05,1.6777307e-05
HD 80606 b,1392.0867,11.9947,111.4367,0.67999726,335.83774,5561.0,0.9267592,1.04,1.15,0.35,0,2.8423437e-05,1.3259445e-05,1.51639915e-05
Kepler-90 d,8.5983448,2.86976,59.73667,0.32,518.96287,6080.0,1.7630534,1.2,1.2,-0.12,0,2.826663e-05,1.4380014e-05,1.3886614e-05
Kepler-693 b,73.780113,10.17868,15.375633,0.11040857,549.40264,4881.0,0.26362638,0.72,0.76,-0.1,0,2.8093204e-05,1.6781587e-05,1.1311616e-05
K2-189 c,6.8023267,2.49983,6.679195,0.068,870.12698,5519.0,0.62917105,0.87,0.94,0.0,0,2.805075e-05,1.1758542e-05,1.6292208e-05
HD 3167 d,6.9000459,2.5209198,8.509,0.082596536,809.19162,5528.0,0.63328513,0.87,0.94,-0.02,0,2.805075e-05,1.1758542e-05,1.6292208e-05
Kepler-727 b,6.9584217,2.53346,5.1544844,0.056160338,938.49112,5441.0,0.58076502,0.86,0.89,-0.01,0,2.805075e-05,1.1758542e-05,1.6292208e-05
K2-195 c,7.1688075,2.5783,28.482786,0.17876143,592.60045,5713.0,0.93543999,0.99,0.94,-0.1,0,2.7999686e-05,1.2236783e-05,1.5762904e-05
Kepler-307 b,7.4403535,2.43257,10.4208,0.09046017,707.88462,5367.0,0.48773628,0.81,0.91,0.19,0,2.7849237e-05,1.3587762e-05,1.4261475e-05
HD 7924 c,7.8598865,2.7219203,15.299,0.11394455,592.78678,5131.0,0.37782084,0.78,0.65,-0.21,0,2.7803391e-05,1.8384751e-05,9.41864e-06
HD 177830 c,47.6742,7.8701701,110.9,0.5368165,541.06818,4901.0,5.4936711,3.26,1.7,0.42,0,2.7650123e-05,1.2898704e-05,1.4751419e-05
Kepler-1140 b,8.091445,2.76887,24.086271,0.14892255,473.30381,4850.0,0.26418084,0.73,0.76,-0.08,0,2.7556332e-05,1.4041956e-05,1.35143755e-05
K2-127 b,52.969452,8.37387,3.588163,0.0411,808.08906,4575.0,0.17097827,0.66,0.72,-0.11,0,2.7391954e-05,1.6362661e-05,1.1029293e-05
K2-199 c,8.1471405,2.78008,7.374694,0.0668,653.65625,4648.0,0.19336192,0.68,0.73,-0.11,0,2.7391954e-05,1.6362661e-05,1.1029293e-05
Kepler-100 c,7.0494251,2.19716,12.8159,0.1099386,945.21591,5825.0,2.2900497,1.49,1.08,0.02,0,2.736022e-05,1.3349162e-05,1.4011058e-05
EPIC 212737443 b,7.2218056,2.58951,13.603,0.09996,538.46915,4684.0,0.1936002,0.67,0.69,-0.137,0,2.729188e-05,1.6302882e-05,1.0988998e-05
K2-172 c,10.378222,3.20606,29.62682,0.18286359,535.4147,5569.0,0.65228294,0.87,0.93,-0.06,0,2.7201744e-05,1.1852268e-05,1.5349477e-05
K2-7 b,7.5972714,2.66798,28.67992,0.1814,585.27553,5772.0,0.9165083,0.96,0.97,-0.07,0,2.7201744e-05,1.1852268e-05,1.5349477e-05
Kepler-805 b,8.7127047,2.89218,30.863893,0.20401356,766.14836,6112.0,3.4040029,1.65,1.19,-0.06,0,2.7201744e-05,1.1852268e-05,1.5349477e-05
WASP-55 b,193.87508,14.9093,4.46563,0.05493794,1158.3669,5900.0,1.2898811,1.09,1.11,-0.2,0,2.7163627e-05,1.5786807e-05,1.137682e-05
Kepler-435 b,266.97552,22.3079,8.6001536,0.09541601,1578.9291,6161.0,13.30159,3.21,1.54,-0.18,0,2.7163627e-05,1.5786807e-05,1.137682e-05
WASP-35 b,225.65788,14.573,3.16158,0.042839274,1325.6678,5990.0,1.3453753,1.08,1.05,-0.15,0,2.7163627e-05,1.5786807e-05,1.137682e-05
Kepler-837 b,7.063293,2.55588,16.560595,0.12042033,617.65311,5403.0,0.50095481,0.81,0.85,-0.18,0,2.7163627e-05,1.5786807e-05,1.137682e-05
WASP-49 b,117.59636,12.4431,2.78174,0.03764002,1253.0432,5600.0,0.82905668,0.97,0.92,-0.23,0,2.7163627e-05,1.5786807e-05,1.137682e-05
Kepler-427 b,92.170121,13.7883,10.290994,0.10578295,962.88738,5800.0,1.8478561,1.35,0.96,-0.19,0,2.7163627e-05,1.5786807e-05,1.137682e-05
Kepler-426 b,108.06152,12.2189,3.2175188,0.04207068,1187.1324,5725.0,0.814641,0.92,0.91,-0.21,0,2.7163627e-05,1.5786807e-05,1.137682e-05
TrES-2 b,473.56372,15.2456,2.47063,0.039618162,1370.9916,5850.0,1.3162796,1.12,1.36,-0.15,0,2.7163627e-05,1.5786807e-05,1.137682e-05
