name,planet_status,mass,radius,orbital_period,semi_major_axis,eccentricity,detection_type,star_name,star_mass,star_radius,star_teff,star_metallicity,star_distance,star_sp_type,discovered,updated,publication
K2-201 b,Confirmed,0.37,0.125,1.05979,0.102,0.062,Primary Transit,K2-201,0.96,0.88,5507.0,0.13,199.05,Unknown,2018,2021-02-05,Published in a refereed paper
K2-201 c,Confirmed,0.37,0.293,22.779878,0.102,0.062,Primary Transit,K2-201,0.96,0.88,5507.0,0.13,199.05,Unknown,2018,2021-02-05,Published in a refereed paper
K2-202 b,Confirmed,0.37,0.205,3.405164,0.102,0.062,Primary Transit,K2-202,0.97,0.91,5491.0,0.27,302.99,Unknown,2018,2021-02-05,Published in a refereed paper
K2-203 b,Confirmed,0.37,0.122,9.695101,0.102,0.062,Primary Transit,K2-203,0.79,0.76,5000.0,-0.07,166.93,Unknown,2018,2021-02-05,Published in a refereed paper
K2-204 b,Confirmed,0.37,0.272,7.055784,0.102,0.062,Primary Transit,K2-204,1.01,1.18,5755.0,0.07,586.87,Unknown,2018,2021-02-05,Published in a refereed paper
K2-205 b,Confirmed,0.37,0.178,26.672263,0.102,0.062,Primary Transit,K2-205,0.95,1.08,5890.0,-0.26,409.95,Unknown,2018,2021-02-05,Published in a refereed paper
K2-206 Ab,Confirmed,0.37,0.249,18.294549,0.102,0.062,Primary Transit,K2-206 A,0.85,0.794,5066.0,-0.135,244.443,K1V,2018,2024-08-01,Published in a refereed paper
K2-207 b,Confirmed,0.37,0.232,12.48749,0.102,0.062,Primary Transit,K2-207,0.94,0.93,5522.0,0.11,366.84,Unknown,2018,2021-02-05,Published in a refereed paper
K2-208 b,Confirmed,0.37,0.15,4.190948,0.102,0.062,Primary Transit,K2-208,0.93,0.86,5582.0,-0.11,258.76,Unknown,2018,2021-02-05,Published in a refereed paper
K2-209 b,Confirmed,0.37,0.077,2.080615,0.102,0.062,Primary Transit,K2-209,0.74,0.71,4720.0,-0.06,76.67,Unknown,2018,2021-02-05,Published in a refereed paper
K2-210 b,Confirmed,0.37,0.073,0.570233,0.102,0.062,Primary Transit,K2-210,0.91,0.85,5396.0,0.05,177.39,Unknown,2018,2021-02-05,Published in a refereed paper
K2-211 b,Confirmed,0.37,0.123,0.669558,0.102,0.062,Primary Transit,K2-211,0.88,0.804,5187.94,0.16,272.297,G9/K0V,2018,2021-02-05,Published in a refereed paper
K2-212 b,Confirmed,0.37,0.2364,9.795635,0.0785,0.062,Primary Transit,K2-212,0.67,0.65,4272.0,0.03,109.32,Unknown,2018,2021-08-23,Published in a refereed paper
K2-213 b,Confirmed,0.37,0.135,8.13087,0.102,0.062,Primary Transit,K2-213,1.07,1.2,5794.0,0.25,394.05,Unknown,2018,2021-02-05,Published in a refereed paper
K2-214 b,Confirmed,0.37,0.217,8.596802,0.0834,0.062,Primary Transit,K2-214,1.05,1.27,5854.0,0.05,303.28,Unknown,2018,2021-02-05,Published in a refereed paper
K2-215 b,Confirmed,0.37,0.189,8.269648,0.102,0.062,Primary Transit,K2-215,1.0,0.97,5704.0,0.11,408.67,Unknown,2018,2021-02-05,Published in a refereed paper
K2-216 b,Confirmed,0.02517,0.156,2.1748,0.028,0.0,Primary Transit,K2-216,0.7,0.72,4503.0,0.0,115.84,K5 V,2018,2021-02-05,Published in a refereed paper
K2-217 b,Confirmed,0.37,0.319,14.074524,0.102,0.062,Primary Transit,K2-217,1.1,1.33,5967.0,0.04,386.01,Unknown,2018,2021-02-05,Published in a refereed paper
K2-218 Ab,Confirmed,0.37,0.229,8.679885,0.102,0.062,Primary Transit,K2-218 A,1.02,1.058,5710.0,-0.018,394.083,G3V,2018,2024-08-01,Published in a refereed paper
K2-219 b,Confirmed,0.37,0.12,3.901287,0.102,0.062,Primary Transit,K2-219,1.02,1.19,5753.0,0.13,328.42,Unknown,2018,2021-02-05,Published in a refereed paper
K2-219 c,Confirmed,0.37,0.128,6.66767,0.102,0.062,Primary Transit,K2-219,1.02,1.19,5753.0,0.13,328.42,Unknown,2018,2021-02-05,Published in a refereed paper
K2-219 d,Confirmed,0.37,0.23,11.137278,0.102,0.062,Primary Transit,K2-219,1.02,1.19,5753.0,0.13,328.42,Unknown,2018,2021-02-05,Published in a refereed paper
K2-21 b,Confirmed,0.00623,0.164,9.00315,0.076,0.1,Primary Transit,K2-21,0.68,0.65,4222.06,-0.11,83.85,M0.0,2015,2023-05-22,Published in a refereed paper
K2-21 c,Confirmed,0.01561,0.222,15.0,0.107,0.21,Primary Transit,K2-21,0.68,0.65,4222.06,-0.11,83.85,M0.0,2015,2023-05-22,Published in a refereed paper
K2-220 b,Confirmed,0.37,0.213,13.683256,0.1104,0.062,Primary Transit,K2-220,0.96,1.02,5660.0,0.04,234.92,Unknown,2018,2021-02-05,Published in a refereed paper
K2-221 b,Confirmed,0.37,0.15,2.399094,0.102,0.062,Primary Transit,K2-221,1.01,0.95,5716.0,0.13,321.63,Unknown,2018,2021-02-05,Published in a refereed paper
K2-222 b,Confirmed,0.0179,0.215,15.3863,0.1211,0.16,Primary Transit,K2-222,1.0,1.09,6058.0,-0.21,101.59,Unknown,2018,2025-02-11,Published in a refereed paper
K2-223 b,Confirmed,0.37,0.079,0.5700292145,0.0127,0.062,Primary Transit,K2-223,1.06,0.99,5835.0,0.12,201.1,Unknown,2018,2021-02-05,Published in a refereed paper
K2-223 c,Confirmed,0.37,0.14,4.56327,0.0549,0.062,Primary Transit,K2-223,1.06,0.99,5835.0,0.12,201.1,Unknown,2018,2021-02-05,Published in a refereed paper
K2-224 b,Confirmed,0.37,0.139,4.47904,0.0516,0.062,Primary Transit,K2-224,0.91,0.84,5620.0,-0.19,277.7,Unknown,2018,2021-02-05,Published in a refereed paper
K2-224 c,Confirmed,0.37,0.215,10.09489,0.0886,0.062,Primary Transit,K2-224,0.91,0.84,5620.0,-0.19,277.7,Unknown,2018,2021-02-05,Published in a refereed paper
K2-225 b,Confirmed,0.37,0.311,15.87209,0.134,0.062,Primary Transit,K2-225,1.27,1.7,5742.0,0.38,360.3,Unknown,2018,2021-02-05,Published in a refereed paper
K2-226 b,Confirmed,0.37,0.137,3.27108,0.0413,0.062,Primary Transit,K2-226,0.88,0.91,5424.0,-0.03,211.2,Unknown,2018,2021-02-05,Published in a refereed paper
K2-227 b,Confirmed,0.37,0.149,13.621832,0.102,0.062,Primary Transit,K2-227,0.95,0.89,5673.0,-0.1,188.22,Unknown,2018,2021-02-05,Published in a refereed paper
K2-228 Bb,Confirmed,0.37,0.108,2.69828,0.0338,0.062,Primary Transit,K2-228 B,0.71,0.65,4715.0,-0.25,142.4,K3V,2018,2024-08-01,Published in a refereed paper
K2-229 b,Confirmed,0.00815,0.102,0.58426,0.0131,0.0,Primary Transit,K2-229,0.87,0.79,5315.0,-0.09,103.8,G9,2018,2021-02-05,Published in a refereed paper
K2-229 c,Confirmed,0.067,0.181,8.32727,0.0769,0.0,Primary Transit,K2-229,0.87,0.79,5315.0,-0.09,103.8,G9,2018,2021-02-05,Published in a refereed paper
K2-229 d,Confirmed,0.079,0.2364,31.0,0.182,0.39,Primary Transit,K2-229,0.87,0.79,5315.0,-0.09,103.8,G9,2018,2018-11-29,Published in a refereed paper
K2-22 Ab,Confirmed,1.4,0.223,0.5700292145,0.012,0.062,Primary Transit,K2-22 A,0.6,0.57,3830.0,0.03,245.53,M0V,2015,2024-07-29,Published in a refereed paper
K2-230 b,Confirmed,0.37,0.175,2.86041,0.0409,0.062,Primary Transit,K2-230,1.11,1.39,5945.0,0.1,548.9,Unknown,2018,2021-02-05,Published in a refereed paper
K2-231 b,Confirmed,0.0227,0.223,13.841901,0.102,0.062,Primary Transit,K2-231,1.01,0.95,5695.0,0.14,295.0,Unknown,2018,2021-02-05,Published in a refereed paper
K2-232 Ab,Confirmed,0.398,1.0,11.168454,0.10356,0.258,Primary Transit,K2-232 A,1.19,1.16,6154.0,0.1,131.21,F9/G0V,2018,2024-07-28,Published in a refereed paper
K2-233 b,Confirmed,0.0104,0.125,2.46746,0.03317,0.0,Primary Transit,K2-233,0.8,0.74,4950.0,0.07,67.64,K3,2018,2021-02-05,Published in a refereed paper
K2-233 c,Confirmed,0.37,0.119,7.06142,0.06687,0.0,Primary Transit,K2-233,0.8,0.74,4950.0,0.07,67.64,K3,2018,2021-02-05,Published in a refereed paper
K2-233 d,Confirmed,0.0261,0.236,24.3662,0.1527,0.0,Primary Transit,K2-233,0.8,0.74,4950.0,0.07,67.64,K3,2018,2021-02-05,Published in a refereed paper
K2-236 b,Confirmed,0.085,0.514,19.49221,0.1493,0.0,Primary Transit,K2-236,1.17,1.39,6069.0,0.1,182.69,G0,2018,2024-05-28,Published in a refereed paper
K2-237 b,Confirmed,1.236,1.642,2.1805577,0.0353,0.0,Primary Transit,K2-237,1.23,1.38,6099.0,0.0,309.5,F9 V,2018,2021-02-05,Published in a refereed paper
K2-238 b,Confirmed,0.86,1.3,3.20466,0.046,0.0,Primary Transit,K2-238,1.19,1.59,5630.0,0.34,453.0,G2 V,2018,2021-02-05,Published in a refereed paper
K2-239 b,Confirmed,0.0052841500000000005,0.098,5.24,0.0441,0.062,Primary Transit,K2-239,0.4,0.36,3420.0,-0.1,49.0,M3.0 V,2018,2021-02-05,Published in a refereed paper
K2-239 c,Confirmed,0.0052841500000000005,0.089,7.775,0.0576,0.062,Primary Transit,K2-239,0.4,0.36,3420.0,-0.1,49.0,M3.0 V,2018,2021-02-05,Published in a refereed paper
K2-239 d,Confirmed,0.0052841500000000005,0.098,10.115,0.0685,0.062,Primary Transit,K2-239,0.4,0.36,3420.0,-0.1,49.0,M3.0 V,2018,2021-02-05,Published in a refereed paper
K2-240 b,Confirmed,0.0157,0.178,6.034,0.0513,0.062,Primary Transit,K2-240,0.58,0.54,3810.0,-0.1,70.0,M0.5 V,2018,2021-02-05,Published in a refereed paper
K2-240 c,Confirmed,0.0145,0.161,20.523,0.1159,0.062,Primary Transit,K2-240,0.58,0.54,3810.0,-0.1,70.0,M0.5 V,2018,2021-02-05,Published in a refereed paper
K2-241 b,Confirmed,0.37,0.227,26.8199,0.1567,0.062,Primary Transit,K2-241,0.71,0.75,5262.0,-0.44,149.6,Unknown,2018,2021-02-05,Published in a refereed paper
K2-242 b,Confirmed,0.37,0.227,6.51389,0.0494,0.062,Primary Transit,K2-242,0.38,0.37,3459.0,-0.01,109.6,Unknown,2018,2021-02-05,Published in a refereed paper
K2-243 b,Confirmed,0.37,0.194,11.54182,0.1087,0.062,Primary Transit,K2-243,1.29,1.39,6570.0,-0.03,269.2,Unknown,2018,2021-02-05,Published in a refereed paper
K2-243 c,Confirmed,0.37,0.179,24.94598,0.1817,0.062,Primary Transit,K2-243,1.29,1.39,6570.0,-0.03,269.2,Unknown,2018,2021-02-05,Published in a refereed paper
K2-244 b,Confirmed,0.37,0.156,21.06884,0.1418,0.062,Primary Transit,K2-244,0.86,0.92,5677.0,-0.29,214.0,Unknown,2018,2021-02-05,Published in a refereed paper
K2-245 Ab,Confirmed,0.37,0.387,11.89307,0.0959,0.062,Primary Transit,K2-245 A,0.83,1.25,5793.0,-0.45,463.4,G2IV-V,2018,2024-08-01,Published in a refereed paper
K2-246 b,Confirmed,0.37,0.311,5.76918,0.0602,0.062,Primary Transit,K2-246,0.87,0.94,5610.0,-0.19,723.1,Unknown,2018,2021-02-05,Published in a refereed paper
K2-247 Ab,Confirmed,0.37,0.189,2.25021,0.0304,0.062,Primary Transit,K2-247,0.74,0.69,4667.0,-0.08,260.2,K4V,2018,2024-08-01,Published in a refereed paper
K2-247 Ac,Confirmed,0.37,0.195,6.49424,0.0615,0.062,Primary Transit,K2-247,0.74,0.69,4667.0,-0.08,260.2,K4V,2018,2024-08-01,Published in a refereed paper
K2-248 b,Confirmed,0.37,0.229,7.17256,0.0699,0.062,Primary Transit,K2-248,0.88,0.92,5528.0,-0.1,410.5,Unknown,2018,2021-02-05,Published in a refereed paper
K2-249 b,Confirmed,0.37,0.249,12.409,0.1151,0.062,Primary Transit,K2-249,1.32,1.57,6504.0,0.04,528.3,Unknown,2018,2021-02-05,Published in a refereed paper
K2-24 b,Confirmed,0.05978,0.50299,20.88257,0.1673,0.06,Primary Transit,K2-24,1.091,1.185,5726.0,0.41,170.5,G2V,2016,2024-09-06,Published in a refereed paper
K2-24 c,Confirmed,0.0516,0.7075,42.34732,0.262,0.0282,Primary Transit,K2-24,1.091,1.185,5726.0,0.41,170.5,G2V,2016,2024-09-06,Published in a refereed paper
K2-250 b,Confirmed,0.37,0.218,4.01457,0.0459,0.062,Primary Transit,K2-250,0.8,0.81,5172.0,-0.09,417.6,Unknown,2018,2021-02-05,Published in a refereed paper
K2-251 b,Confirmed,0.37,0.21,9.30075,0.0694,0.062,Primary Transit,K2-251,0.52,0.49,3717.0,-0.04,147.7,Unknown,2018,2021-02-05,Published in a refereed paper
K2-252 b,Confirmed,0.37,0.155,13.81513,0.1041,0.062,Primary Transit,K2-252,0.79,0.82,5152.0,-0.09,229.9,Unknown,2018,2021-02-05,Published in a refereed paper
K2-253 b,Confirmed,0.37,1.13,4.00167,0.0506,0.062,Primary Transit,K2-253,1.08,1.1,6027.0,0.0,901.8,Unknown,2018,2021-02-05,Published in a refereed paper
K2-254 b,Confirmed,0.37,0.145,4.09639,0.0448,0.062,Primary Transit,K2-254,0.71,0.67,4629.0,-0.14,229.4,Unknown,2018,2021-02-05,Published in a refereed paper
K2-254 c,Confirmed,0.37,0.195,12.11839,0.0923,0.062,Primary Transit,K2-254,0.71,0.67,4629.0,-0.14,229.4,Unknown,2018,2021-02-05,Published in a refereed paper
K2-255 b,Confirmed,0.37,0.259,1.96417,0.0274,0.062,Primary Transit,K2-255,0.71,0.69,4676.0,-0.14,192.4,Unknown,2018,2021-02-05,Published in a refereed paper
K2-257 b,Confirmed,0.37,0.074,1.60588,0.0216,0.062,Primary Transit,K2-257,0.52,0.5,3725.0,-0.03,64.1,Unknown,2018,2021-02-05,Published in a refereed paper
K2-258 b,Confirmed,0.37,0.268,19.0921,0.149,0.062,Primary Transit,K2-258,1.21,1.31,6351.0,0.01,675.2,Unknown,2018,2021-02-05,Published in a refereed paper
K2-259 b,Confirmed,0.37,0.207,15.48043,0.1271,0.062,Primary Transit,K2-259,1.14,1.13,6059.0,0.16,422.1,Unknown,2018,2021-02-05,Published in a refereed paper
K2-25 b,Confirmed,0.0771,0.306,3.484552,0.102,0.27,Primary Transit,K2-25,0.29,0.29,3180.0,0.15,45.01,M4.5,2015,2021-02-05,Published in a refereed paper
K2-260 Ab,Confirmed,1.42,1.552,2.6266657,0.0404,0.0,Primary Transit,K2-260 A,1.39,1.69,6367.0,-0.14,676.32,F6 V,2018,2025-02-11,Published in a refereed paper
K2-261 b,Confirmed,0.223,0.85,11.63344,0.102,0.42,Primary Transit,K2-261,1.1,1.65,5537.0,0.36,214.58,G7 IV/V,2018,2024-09-06,Published in a refereed paper
K2-263 b,Confirmed,0.0466,0.215,50.818947,0.2573,0.062,Primary Transit,K2-263,0.88,0.85,5368.0,-0.08,163.23,G9 V,2018,2021-10-19,Published in a refereed paper
K2-264 b,Confirmed,0.37,0.199,5.840002,0.05023,0.0,Primary Transit,K2-264,0.5,0.47,3660.0,-0.013,187.0,M2.5 V,2018,2021-02-05,Published in a refereed paper
K2-264 c,Confirmed,0.37,0.238,19.660302,0.11283,0.0,Primary Transit,K2-264,0.5,0.47,3660.0,-0.013,187.0,M2.5 V,2018,2021-02-05,Published in a refereed paper
K2-265 Ab,Confirmed,0.02058,0.153,2.369172,0.03376,0.084,Primary Transit,K2-265 A,0.92,0.98,5477.0,0.078,139.22,G8V,2018,2024-07-28,Published in a refereed paper
K2-266 Ab,Confirmed,0.0355,0.294,0.658524,0.01306,0.062,Primary Transit,K2-266 A,0.68,0.7337,4362.0,-0.12,77.5586,K7V,2018,2024-06-11,Published in a refereed paper
K2-266 Ac,Confirmed,0.0052841500000000005,0.066985,7.814,0.0679,0.042,Primary Transit,K2-266 A,0.68,0.7337,4362.0,-0.12,77.5586,K7V,2018,2024-06-11,Published in a refereed paper
K2-266 Ad,Confirmed,0.028,0.261,14.697,0.1035,0.047,Primary Transit,K2-266 A,0.68,0.7337,4362.0,-0.12,77.5586,K7V,2018,2024-06-11,Published in a refereed paper
K2-266 Ae,Confirmed,0.04499,0.244,19.482,0.1249,0.043,Primary Transit,K2-266 A,0.68,0.7337,4362.0,-0.12,77.5586,K7V,2018,2024-06-11,Published in a refereed paper
K2-267 Ab,Confirmed,3.0,1.051,6.180235,0.07229,0.062,Primary Transit,K2-267 A,1.324,1.624,6189.0,0.139,376.0,F5V,2018,2024-06-11,Published in a refereed paper
K2-268 b,Confirmed,0.37,0.126,2.151894,0.0308,0.062,Primary Transit,K2-268,0.84,0.78,5068.0,0.03,331.46,Unknown,2018,2021-02-05,Published in a refereed paper
K2-268 c,Confirmed,0.37,0.24,9.326841,0.0819,0.062,Primary Transit,K2-268,0.84,0.78,5068.0,0.03,331.46,Unknown,2018,2021-02-05,Published in a refereed paper
K2-268 d,Confirmed,0.37,0.1329,4.528598,0.102,0.062,Primary Transit,K2-268,0.84,0.78,5068.0,0.03,331.46,Unknown,2019,2022-12-01,Published in a refereed paper
K2-268 e,Confirmed,0.37,0.1187,6.131243,0.102,0.062,Primary Transit,K2-268,0.84,0.78,5068.0,0.03,331.46,Unknown,2021,2022-12-06,Published in a refereed paper
K2-268 f,Confirmed,0.37,0.1989,26.27057,0.102,0.062,Primary Transit,K2-268,0.84,0.78,5068.0,0.03,331.46,Unknown,2019,2022-12-01,Published in a refereed paper
K2-269 b,Confirmed,0.37,0.14,4.144965,0.0531,0.062,Primary Transit,K2-269,1.16,1.45,6209.0,-0.08,362.07,Unknown,2018,2021-02-05,Published in a refereed paper
K2-26 b,Confirmed,0.37,0.238,14.5665,0.0962,0.062,Primary Transit,K2-26,0.56,0.52,3785.0,-0.13,99.33,M1.0 V,2016,2021-02-05,Published in a refereed paper
K2-270 b,Confirmed,0.37,0.123,1.543069,0.0247,0.062,Primary Transit,K2-270,0.85,0.77,4877.0,0.26,283.53,Unknown,2018,2021-02-05,Published in a refereed paper
K2-270 c,Confirmed,0.37,0.263,4.400028,0.0497,0.062,Primary Transit,K2-270,0.85,0.77,4877.0,0.26,283.53,Unknown,2018,2021-02-05,Published in a refereed paper
K2-271 b,Confirmed,0.37,0.649,8.562421,0.077,0.062,Primary Transit,K2-271,0.83,0.99,5644.0,-0.3,571.47,Unknown,2018,2021-02-05,Published in a refereed paper
K2-272 b,Confirmed,0.37,0.26,14.453533,0.1081,0.062,Primary Transit,K2-272,0.81,0.81,5419.0,-0.28,426.57,Unknown,2018,2021-02-05,Published in a refereed paper
K2-273 b,Confirmed,0.37,0.394,11.716332,0.0974,0.062,Primary Transit,K2-273,0.9,0.84,5200.0,0.2,310.6,Unknown,2018,2021-02-05,Published in a refereed paper
K2-274 b,Confirmed,0.37,0.196,14.129714,0.1064,0.062,Primary Transit,K2-274,0.81,0.74,5065.0,-0.13,232.82,Unknown,2018,2021-02-05,Published in a refereed paper
K2-275 Ab,Confirmed,0.37,0.2,3.280961,0.04,0.062,Primary Transit,K2-275 A,0.772,0.735,4783.55,-0.023,123.438,K3V,2018,2024-08-01,Published in a refereed paper
K2-275 Ac,Confirmed,0.37,0.209,8.438756,0.075,0.062,Primary Transit,K2-275 A,0.772,0.735,4783.55,-0.023,123.438,K3V,2018,2024-08-01,Published in a refereed paper
K2-276 b,Confirmed,0.37,0.336,18.718269,0.1291,0.062,Primary Transit,K2-276,0.82,0.85,5139.0,0.07,489.88,Unknown,2018,2021-02-05,Published in a refereed paper
K2-277 b,Confirmed,0.37,0.185,6.326763,0.0675,0.062,Primary Transit,K2-277,1.02,0.97,5741.0,0.11,113.53,Unknown,2018,2021-02-05,Published in a refereed paper
K2-278 b,Confirmed,0.37,0.266,3.334966,0.0488,0.062,Primary Transit,K2-278,1.4,1.61,6747.0,0.0,804.13,Unknown,2018,2021-02-05,Published in a refereed paper
K2-279 b,Confirmed,0.37,0.108,7.122605,0.067,0.062,Primary Transit,K2-279,0.79,0.86,5558.0,-0.37,183.8,Unknown,2018,2021-02-05,Published in a refereed paper
K2-27 Bb,Confirmed,0.09722,0.4,6.771315,0.06702,0.251,Primary Transit,K2-27 B,0.89,0.8925,5231.0,0.13,249.645,G8V,2016,2024-08-01,Published in a refereed paper
K2-280 b,Confirmed,0.1167,0.684,19.895202,0.1488,0.35,Primary Transit,K2-280,1.11,1.28,5742.0,0.3,396.9,Unknown,2018,2021-02-05,Published in a refereed paper
K2-281 b,Confirmed,0.37,0.73,8.687721,0.0773,0.062,Primary Transit,K2-281,0.82,0.76,4812.0,0.22,466.11,Unknown,2018,2021-02-05,Published in a refereed paper
K2-282 b,Confirmed,0.37,0.252,4.169836,0.0499,0.062,Primary Transit,K2-282,0.92,0.967,5317.0,-0.23,496.289,G8V,2018,2024-07-11,Published in a refereed paper
K2-282 c,Confirmed,0.37,0.132,0.70531,0.0152,0.062,Primary Transit,K2-282,0.92,0.967,5317.0,-0.23,496.289,G8V,2019,2024-07-11,Published in a refereed paper
K2-282 d,Confirmed,0.37,0.232,27.263595,0.1725,0.062,Primary Transit,K2-282,0.92,0.967,5317.0,-0.23,496.289,G8V,2020,2024-07-11,Published in a refereed paper
K2-283 b,Confirmed,0.37,0.314,1.921036,0.0291,0.062,Primary Transit,K2-283,0.89,0.82,5060.0,0.28,408.24,Unknown,2018,2021-02-05,Published in a refereed paper
K2-284 b,Confirmed,0.37,0.248,4.795069,0.04771,0.078,Primary Transit,K2-284,0.63,0.61,4140.0,0.0,107.6,Unknown,2018,2021-02-05,Published in a refereed paper
K2-285 b,Confirmed,0.03046,0.231,3.471745,0.03817,0.0,Primary Transit,K2-285,0.83,0.79,4975.0,0.0,155.65,K2 V,2018,2021-02-05,Published in a refereed paper
K2-285 c,Confirmed,0.04933,0.315,7.138048,0.0824,0.0,Primary Transit,K2-285,0.83,0.79,4975.0,0.0,155.65,K2 V,2018,2021-02-05,Published in a refereed paper
K2-285 d,Confirmed,0.02045,0.221,10.45582,0.1178,0.0,Primary Transit,K2-285,0.83,0.79,4975.0,0.0,155.65,K2 V,2018,2021-02-05,Published in a refereed paper
K2-285 e,Confirmed,0.03367,0.174,14.76289,0.18041,0.0,Primary Transit,K2-285,0.83,0.79,4975.0,0.0,155.65,K2 V,2018,2021-02-05,Published in a refereed paper
K2-286 b,Confirmed,0.0214,0.187,27.359,0.1768,0.062,Primary Transit,K2-286,0.64,0.62,3926.0,0.0,76.32,M0 V,2018,2021-02-05,Published in a refereed paper
K2-287 b,Confirmed,0.315,0.833,14.893291,0.1206,0.478,Primary Transit,K2-287,1.06,1.07,5695.0,0.2,159.05,Unknown,2018,2024-09-06,Published in a refereed paper
K2-288 Bb,Confirmed,0.37,0.152,31.393463,0.164,0.062,Primary Transit,K2-288 B,0.33,0.32,3341.0,-0.21,65.6138,M3V,2018,2024-07-28,Published in a refereed paper
K2-289 b,Confirmed,0.1529,0.812,13.156969,0.107,0.062,Primary Transit,K2-289,0.95,1.02,5529.0,0.162,270.7,Unknown,2019,2021-02-05,Published in a refereed paper
K2-28 b,Confirmed,0.37,0.207,2.260455,0.0214,0.0,Primary Transit,K2-28,0.26,0.29,3214.0,0.26,63.11,M4,2016,2021-02-05,Published in a refereed paper
K2-290 Ab,Confirmed,0.0343,0.273,9.21165,0.0923,0.0,Primary Transit,K2-290 A,1.19,1.51,6302.0,-0.06,272.909,F7IV-V,2019,2024-07-28,Published in a refereed paper
K2-290 Ac,Confirmed,0.774,1.006,48.36685,0.305,0.0,Primary Transit,K2-290 A,1.19,1.51,6302.0,-0.06,272.909,F7IV-V,2019,2024-07-28,Published in a refereed paper
K2-291 b,Confirmed,0.02042,0.142,2.225177,0.03261,0.0,Primary Transit,K2-291,0.93,0.9,5520.0,0.08,90.29,Unknown,2019,2021-02-05,Published in a refereed paper
K2-292 b,Confirmed,0.07709,0.235,16.9841,0.13,0.04,Primary Transit,K2-292,1.0,1.09,5725.0,0.07,114.29,G3 V,2019,2021-02-05,Published in a refereed paper
K2-293 b,Confirmed,0.37,0.219,13.1225,0.1,0.062,Primary Transit,K2-293,0.96,0.95,5532.0,0.218,396.64,Unknown,2019,2021-02-05,Published in a refereed paper
K2-294 b,Confirmed,0.37,0.148,2.50387,0.036,0.062,Primary Transit,K2-294,0.99,1.2,5612.0,0.194,377.04,Unknown,2019,2021-02-05,Published in a refereed paper
K2-295 b,Confirmed,0.335,0.897,4.024867,0.0451,0.0,Primary Transit,K2-295,0.74,0.7,4444.0,0.14,225.7,K5 V,2018,2021-02-05,Published in a refereed paper
K2-296 b,Confirmed,0.37,0.167,28.1656,0.102,0.062,Primary Transit,K2-296,0.41,0.96,5540.0,,159.98,Unknown,2019,2024-05-28,Published in a refereed paper
K2-297 b,Confirmed,0.37,0.066985,2.13174,0.102,0.062,Primary Transit,K2-297,0.78,0.96,5540.0,,254.88,Unknown,2019,2024-05-28,Published in a refereed paper
K2-298 b,Confirmed,0.37,0.093,4.1698,0.035,0.062,Primary Transit,K2-298,0.8,0.63,5053.0,0.0,441.94,K0V,2019,2024-06-09,Published in a refereed paper
K2-299 b,Confirmed,0.37,0.152,4.50756,0.102,0.062,Primary Transit,K2-299,0.93,0.847,5759.0,-0.22,369.888,G2V,2019,2024-05-28,Published in a refereed paper
K2-299 c,Confirmed,0.37,0.125,0.911724,0.01859,0.062,Primary Transit,K2-299,0.93,0.847,5759.0,-0.22,369.888,G2V,2021,2024-06-08,Published in a refereed paper
K2-299 d,Confirmed,0.37,0.232,14.647531,0.11837,0.062,Primary Transit,K2-299,0.93,0.847,5759.0,-0.22,369.888,G2V,2021,2024-06-08,Published in a refereed paper
K2-29 Ab,Confirmed,0.73,1.19,3.2588321,0.04217,0.066,Primary Transit,K2-29 A,0.935,0.817,5387.06,0.2829,178.475,G7V,2016,2024-08-01,Published in a refereed paper
K2-300 b,Confirmed,0.37,0.09,2.87814,0.102,0.062,Primary Transit,K2-300,0.361,0.3734,3489.0,,161.365,M3V,2019,2024-05-28,Published in a refereed paper
